name,x,y,z
wisteria_flower,7.579032,2.220708,-2.0022135
wolfberry_leaf,8.063637,1.3235445,-5.5138884
wolffish,8.108569,4.878447,-3.4270031
wonton,8.170747,2.3138428,-5.6808343
wood_ear_mushroom,8.773845,2.0693219,-5.5614324
worcestershire_sauce,8.4691725,5.1758847,-6.051751
wuchang_fish,8.524651,1.228166,-5.917358
xanthan_gum,7.2000523,2.9707701,-1.854279
xo_sauce,8.559037,2.0084665,-5.461389
xylitol,7.677117,2.1134536,-2.227347
yacon,8.274524,1.4846685,-3.9496756
yak_meat,8.319131,1.0324932,-5.950711
yakiniku_sauce,7.9702387,2.302951,-6.7068696
yakisoba_sauce,7.8708196,2.4240515,-6.86337
yam,7.49198,3.166946,-2.8563502
yard_long_bean,8.44584,1.9896966,-5.6592517
yeast,7.673556,2.8155234,-2.0498412
yellow_croaker,8.837533,1.6200981,-5.888157
yellow_curry_paste,7.1567235,2.6534986,-5.5652514
yibin_yacai,8.702398,1.7497312,-5.527062
yogurt,8.225381,3.14904,-2.0091927
youtiao,8.654892,1.44436,-5.2699924
yu_choy,8.39486,1.8391086,-5.699421
yufka,7.521985,4.4212875,-3.10546
yuzu,8.061414,2.5237458,-6.236739
yuzu_kosho,7.929663,2.334475,-6.683369
zaatar,7.93203,4.825166,-4.6288233
zao_lu,8.677162,1.8351092,-5.0571203
zha_cai,8.655825,2.0331984,-5.648303
zhajiang_sauce,8.060228,1.3781852,-6.062454
zucchini,8.790862,4.58514,-5.849685
zucchini_flower,8.011178,4.989782,-4.5105004
